,alpha,beta,gamma,delta,lambda,luce
lambda,-0.007260913,-0.021208151,0.011340276,-0.012266307,1.324504643,0.000240089
luce,0.001826374,-0.001902982,-0.016890708,-0.003622609,0.000240089,0.086483272
alpha,0.09478631,-0.000456696,-0.048436307,0.049689122,-0.128719797,-0.047394958
beta,-0.000456696,0.043328561,0.009840289,-0.019476413,-0.029420088,0.004244941
gamma,-0.048436307,0.009840289,0.056721012,-0.034888615,0.052969722,0.016599967
delta,0.049689122,-0.019476413,-0.034888615,0.0608682,-0.113951127,-0.036172875
lambda,-0.128719797,-0.029420088,0.052969722,-0.113951127,1.278491656,0.046685679
luce,-0.047394958,0.004244941,0.016599967,-0.036172875,0.046685679,0.089339566
alpha,0.003346054,0.001277536,-0.001246844,0.00355183,0.030915655,-0.011148644
beta,0.001277536,0.005997236,0.000361626,0.000695607,-0.028561431,-0.003569066
gamma,-0.001246844,0.000361626,0.009553609,-0.002980634,-0.01653261,0.001654382
delta,0.00355183,0.000695607,-0.002980634,0.027460953,-0.0131102,-0.009890185
lambda,0.030915655,-0.028561431,-0.01653261,-0.0131102,1.212889971,-0.145832938
luce,-0.011148644,-0.003569066,0.001654382,-0.009890185,-0.145832938,0.062738777
alpha,0.045211488,-0.000744099,-0.027745745,0.000595487,0.020920574,-0.002489673
beta,-0.000744099,0.001668946,0.006080351,0.000229085,-0.016575945,-0.002075038
gamma,-0.027745745,0.006080351,0.091107836,-0.001816017,-0.056616886,-0.008556388
delta,0.000595487,0.000229085,-0.001816017,0.002338084,-0.00485029,-0.002144969
lambda,0.020920574,-0.016575945,-0.056616886,-0.00485029,0.762153908,-0.114703925
luce,-0.002489673,-0.002075038,-0.008556388,-0.002144969,-0.114703925,0.057349025
alpha,0.038655541,-0.002446295,-0.027894519,0.003153962,0.011771011,-0.008462126
beta,-0.002446295,0.010263779,0.009973269,-0.002297544,-0.05527535,-0.003355717
gamma,-0.027894519,0.009973269,0.064035769,-0.004631351,-0.026202011,-0.002236961
delta,0.003153962,-0.002297544,-0.004631351,0.00343233,-0.013821338,-0.005903843
lambda,0.011771011,-0.05527535,-0.026202011,-0.013821338,1.168000793,-0.050078904
luce,-0.008462126,-0.003355717,-0.002236961,-0.005903843,-0.050078904,0.080249803
alpha,0.037797508,-0.0004945,-0.02113409,0.003656764,0.030258175,-0.004616392
beta,-0.0004945,0.009873406,0.008772149,-0.000847793,-0.056084357,-0.007977331
gamma,-0.02113409,0.008772149,0.045950027,-0.003646469,-0.049074627,-0.011602383
delta,0.003656764,-0.000847793,-0.003646469,0.004414942,-0.013228901,-0.006985238
lambda,0.030258175,-0.056084357,-0.049074627,-0.013228901,1.164075535,-0.045503885
luce,-0.004616392,-0.007977331,-0.011602383,-0.006985238,-0.045503885,0.083266577
alpha,0.016478173,0.003485718,-0.003573734,0.003912871,0.007145718,-0.015928989
beta,0.003485718,0.011129901,0.007866834,-0.001879511,-0.056019939,-0.006596032
gamma,-0.003573734,0.007866834,0.048272142,-0.004888182,-0.05713339,-0.007117902
delta,0.003912871,-0.001879511,-0.004888182,0.016254337,-0.020493434,-0.014493017
lambda,0.007145718,-0.056019939,-0.05713339,-0.020493434,1.282908332,-0.078653725
luce,-0.015928989,-0.006596032,-0.007117902,-0.014493017,-0.078653725,0.080073548
alpha,0.000889073,-0.000805981,-2.32E-05,0.001217915,-0.001893093,-0.000760125
beta,-0.000805981,0.074002616,0.001142019,-0.02323494,0.037002615,0.000512032
gamma,-2.32E-05,0.001142019,0.000890546,-0.002083925,0.002645596,-0.001163694
delta,0.001217915,-0.02323494,-0.002083925,0.041240552,-0.08781164,-0.001945318
lambda,-0.001893093,0.037002615,0.002645596,-0.08781164,1.392962997,0.005441958
luce,-0.000760125,0.000512032,-0.001163694,-0.001945318,0.005441958,0.033048596
alpha,0.005275786,-0.002090107,-0.00300451,0.006560154,0.001104245,-0.014432174
beta,-0.002090107,0.049708125,0.004790625,-0.019530927,-0.040969968,0.006308645
gamma,-0.00300451,0.004790625,0.017828036,-0.005705077,-0.014421833,0.000167831
delta,0.006560154,-0.019530927,-0.005705077,0.027599348,-0.025661763,-0.020233097
lambda,0.001104245,-0.040969968,-0.014421833,-0.025661763,1.211042738,-0.005751254
luce,-0.014432174,0.006308645,0.000167831,-0.020233097,-0.005751254,0.07248869
alpha,0.073444891,-0.002567083,-0.028836869,0.000475697,-0.001503408,0.005704162
beta,-0.002567083,0.065868062,0.001798059,-0.010808839,-0.010726784,-0.002145293
gamma,-0.028836869,0.001798059,0.044500875,0.000736406,0.005006761,-0.013965403
delta,0.000475697,-0.010808839,0.000736406,0.009607824,-0.026141981,-0.004857686
lambda,-0.001503408,-0.010726784,0.005006761,-0.026141981,1.291721072,-0.017433771
luce,0.005704162,-0.002145293,-0.013965403,-0.004857686,-0.017433771,0.089571289
alpha,0.040167455,0.000112113,-0.019503157,0.000902425,0.008301752,-0.00378753
beta,0.000112113,0.002048574,0.005771515,0.000229543,-0.018793143,-0.001312719
gamma,-0.019503157,0.005771515,0.089179787,-0.001338982,-0.033045512,-0.011157946
delta,0.000902425,0.000229543,-0.001338982,0.001482909,-0.002229621,-0.001187597
lambda,0.008301752,-0.018793143,-0.033045512,-0.002229621,0.942251305,-0.182923104
luce,-0.00378753,-0.001312719,-0.011157946,-0.001187597,-0.182923104,0.073300525
alpha,0.058567258,-0.004099957,-0.026240222,0.00280957,0.002984164,-0.000188597
beta,-0.004099957,0.026661023,0.009851516,-0.005823308,-0.042647015,-0.007542279
gamma,-0.026240222,0.009851516,0.047558476,-0.002727183,7.37E-05,-0.012511211
delta,0.00280957,-0.005823308,-0.002727183,0.007728847,-0.034865837,-0.004876523
lambda,0.002984164,-0.042647015,7.37E-05,-0.034865837,1.281029604,-0.016674135
luce,-0.000188597,-0.007542279,-0.012511211,-0.004876523,-0.016674135,0.075823445
alpha,0.002605633,-0.001314203,-0.000814085,0.001893645,-0.000610776,-0.004436827
beta,-0.001314203,0.052193329,0.000419604,-0.014689469,-0.016287828,0.00087022
gamma,-0.000814085,0.000419604,0.00123774,-0.000301535,-0.002553751,-0.004953177
delta,0.001893645,-0.014689469,-0.000301535,0.020479419,-0.044530914,-0.00333549
lambda,-0.000610776,-0.016287828,-0.002553751,-0.044530914,1.349873651,0.013186213
luce,-0.004436827,0.00087022,-0.004953177,-0.00333549,0.013186213,0.067814596
alpha,0.067552259,-0.004214329,-0.042264277,0.003083254,-0.009536012,0.001690021
beta,-0.004214329,0.073959298,0.00769737,-0.01487797,-0.015703349,-0.003210172
gamma,-0.042264277,0.00769737,0.077623304,-0.003503816,0.014815538,-0.009700691
delta,0.003083254,-0.01487797,-0.003503816,0.012987225,-0.020018826,-0.002814809
lambda,-0.009536012,-0.015703349,0.014815538,-0.020018826,1.282421348,-0.013522298
luce,0.001690021,-0.003210172,-0.009700691,-0.002814809,-0.013522298,0.080504298
alpha,0.022357933,0.00052675,-0.01462057,0.002534565,0.023350387,-0.004302331
beta,0.00052675,0.000974167,0.002227774,5.49E-05,-0.009037617,-0.000729142
gamma,-0.01462057,0.002227774,0.051558211,-0.00417566,-0.014373246,0.002030525
delta,0.002534565,5.49E-05,-0.00417566,0.001739345,-0.00124522,-0.001101303
lambda,0.023350387,-0.009037617,-0.014373246,-0.00124522,0.52104919,-0.044209507
luce,-0.004302331,-0.000729142,0.002030525,-0.001101303,-0.044209507,0.040481813
alpha,0.01063712,0.002032992,-0.000518722,0.000867918,0.005663264,-0.0072436
beta,0.002032992,0.002985355,0.004695709,0.000572976,-0.027883878,-0.002916625
gamma,-0.000518722,0.004695709,0.03812821,-0.001929462,-0.030202317,-0.005366048
delta,0.000867918,0.000572976,-0.001929462,0.003581988,-0.012876673,-0.005637336
lambda,0.005663264,-0.027883878,-0.030202317,-0.012876673,0.801180906,-0.068919211
luce,-0.0072436,-0.002916625,-0.005366048,-0.005637336,-0.068919211,0.054329909
alpha,0.002253529,-0.000294263,-0.000120841,0.001231112,0.025849253,-0.007525807
beta,-0.000294263,0.003434304,0.000923763,0.000853083,-0.048592021,0.000968724
gamma,-0.000120841,0.000923763,0.001927482,-5.47E-05,-0.011159099,-0.000498925
delta,0.001231112,0.000853083,-5.47E-05,0.002437566,-0.00887811,-0.002810931
lambda,0.025849253,-0.048592021,-0.011159099,-0.00887811,1.028972807,-0.093252961
luce,-0.007525807,0.000968724,-0.000498925,-0.002810931,-0.093252961,0.044350422
alpha,0.034661692,0.001475247,-0.012152718,0.002223429,0.004192965,-0.004406146
beta,0.001475247,0.004027035,0.008853369,0.000364922,-0.015309381,-0.005048664
gamma,-0.012152718,0.008853369,0.075602734,-0.00359388,-0.020880894,-0.014716474
delta,0.002223429,0.000364922,-0.00359388,0.00515572,-0.003131189,-0.002355357
lambda,0.004192965,-0.015309381,-0.020880894,-0.003131189,0.200906191,-0.027897364
luce,-0.004406146,-0.005048664,-0.014716474,-0.002355357,-0.027897364,0.034875794
alpha,0.069368505,-0.00083075,-0.039617138,-0.000326613,0.011414398,0.003314307
beta,-0.00083075,0.001341655,0.002269636,0.000760898,-0.008608675,-0.00162998
gamma,-0.039617138,0.002269636,0.084773708,0.000192312,-0.017227885,-0.007385414
delta,-0.000326613,0.000760898,0.000192312,0.003303319,-0.008556348,-0.001823925
lambda,0.011414398,-0.008608675,-0.017227885,-0.008556348,0.774851832,-0.142262762
luce,0.003314307,-0.00162998,-0.007385414,-0.001823925,-0.142262762,0.062844703
alpha,0.034968002,-0.006560305,-0.027214471,0.019206134,0.015942807,-0.017242943
beta,-0.006560305,0.037790228,0.015951865,-0.018234315,-0.055530088,0.003639688
gamma,-0.027214471,0.015951865,0.055097322,-0.02204585,-0.034653114,0.003667398
delta,0.019206134,-0.018234315,-0.02204585,0.043504004,-0.03135948,-0.027750667
lambda,0.015942807,-0.055530088,-0.034653114,-0.03135948,1.21351418,-0.023627278
luce,-0.017242943,0.003639688,0.003667398,-0.027750667,-0.023627278,0.083791241
alpha,0.004014197,-0.00153545,-0.001417669,0.001104747,-0.000444022,-0.00938181
beta,-0.00153545,0.014387384,0.001928125,-0.002959798,-0.034839984,-0.000418314
gamma,-0.001417669,0.001928125,0.003167065,-7.44E-05,-0.009803776,-0.002793096
delta,0.001104747,-0.002959798,-7.44E-05,0.001708362,-0.018237782,-0.002982437
lambda,-0.000444022,-0.034839984,-0.009803776,-0.018237782,1.272466386,0.019406179
luce,-0.00938181,-0.000418314,-0.002793096,-0.002982437,0.019406179,0.049894442
alpha,0.003433986,-0.000575641,-0.000684787,0.002172209,-0.005711295,-0.008864995
beta,-0.000575641,0.067882459,0.001941462,-0.015333248,-0.013401329,0.000605051
gamma,-0.000684787,0.001941462,0.012779783,-0.002416136,0.002900608,-0.001996679
delta,0.002172209,-0.015333248,-0.002416136,0.020071148,-0.041313077,-0.005040993
lambda,-0.005711295,-0.013401329,0.002900608,-0.041313077,1.403922853,0.018115933
luce,-0.008864995,0.000605051,-0.001996679,-0.005040993,0.018115933,0.041129517
alpha,0.031570122,-0.000179415,-0.012221817,-0.001306759,0.041158002,-0.003196409
beta,-0.000179415,0.001264711,0.003541511,9.32E-05,-0.011661231,-0.002377428
gamma,-0.012221817,0.003541511,0.046852583,-0.000576129,-0.012604404,-0.007600214
delta,-0.001306759,9.32E-05,-0.000576129,0.001309593,-0.00240055,-0.001051304
lambda,0.041158002,-0.011661231,-0.012604404,-0.00240055,0.787435572,-0.070752785
luce,-0.003196409,-0.002377428,-0.007600214,-0.001051304,-0.070752785,0.064429526
alpha,0.057037558,-0.001936269,-0.033111646,0.001696831,0.058755957,-0.004538081
beta,-0.001936269,0.003165349,0.006128645,0.001029593,-0.028344341,-0.002778374
gamma,-0.033111646,0.006128645,0.064016757,-0.001198042,-0.049836315,-0.01107881
delta,0.001696831,0.001029593,-0.001198042,0.009118598,-0.017680935,-0.00562287
lambda,0.058755957,-0.028344341,-0.049836315,-0.017680935,0.983480245,-0.145333938
luce,-0.004538081,-0.002778374,-0.01107881,-0.00562287,-0.145333938,0.068763387
alpha,0.004502855,-0.000156941,-0.000326255,0.001702755,-0.004569552,-0.01202432
beta,-0.000156941,0.065599095,0.003092249,-0.010733894,-0.013087433,0.002191746
gamma,-0.000326255,0.003092249,0.015927121,-0.001060632,-0.011723207,-0.005567782
delta,0.001702755,-0.010733894,-0.001060632,0.011408631,-0.025694389,-0.004512788
lambda,-0.004569552,-0.013087433,-0.011723207,-0.025694389,1.359228627,0.019454151
luce,-0.01202432,0.002191746,-0.005567782,-0.004512788,0.019454151,0.063635877
alpha,0.011907222,-0.001194886,-0.007801849,0.000882659,0.044680174,-0.00796877
beta,-0.001194886,0.003516062,0.002587601,0.000537871,-0.033780621,-0.004807769
gamma,-0.007801849,0.002587601,0.011459275,-0.000302399,-0.008373804,-0.006566751
delta,0.000882659,0.000537871,-0.000302399,0.000826262,-0.007114317,-0.001848583
lambda,0.044680174,-0.033780621,-0.008373804,-0.007114317,1.052132997,-0.120219546
luce,-0.00796877,-0.004807769,-0.006566751,-0.001848583,-0.120219546,0.075723996
alpha,0.002309981,-0.000534018,-0.000101797,0.004602332,0.012962547,-0.005041578
beta,-0.000534018,0.020252832,0.000804096,-0.011989808,-0.038110521,-0.001740236
gamma,-0.000101797,0.000804096,0.002809284,-0.000610172,-0.010401905,-0.000290193
delta,0.004602332,-0.011989808,-0.000610172,0.042226568,-0.006477274,-0.006833672
lambda,0.012962547,-0.038110521,-0.010401905,-0.006477274,1.206741913,-0.00926354
luce,-0.005041578,-0.001740236,-0.000290193,-0.006833672,-0.00926354,0.044458728
alpha,0.048400212,-0.000647265,-0.027561998,0.001403782,0.014705804,-0.003462752
beta,-0.000647265,0.002680792,0.005245061,0.000358834,-0.022741603,-0.001780467
gamma,-0.027561998,0.005245061,0.077739003,-0.002399541,-0.033210398,-0.007207201
delta,0.001403782,0.000358834,-0.002399541,0.004140977,-0.008305813,-0.001358628
lambda,0.014705804,-0.022741603,-0.033210398,-0.008305813,0.694796608,-0.127808666
luce,-0.003462752,-0.001780467,-0.007207201,-0.001358628,-0.127808666,0.06276323
alpha,0.062833251,-0.006052303,-0.036180189,0.001421008,0.006781327,0.000695949
beta,-0.006052303,0.018536693,0.01395802,-0.003664555,-0.044481089,-0.006874535
gamma,-0.036180189,0.01395802,0.082350883,-0.002560795,0.000424935,-0.012174824
delta,0.001421008,-0.003664555,-0.002560795,0.001900359,-0.014763784,-0.002755112
lambda,0.006781327,-0.044481089,0.000424935,-0.014763784,1.235202527,-0.013434024
luce,0.000695949,-0.006874535,-0.012174824,-0.002755112,-0.013434024,0.076265864
alpha,0.061533523,-0.000793918,-0.035476777,0.001016068,-0.000536202,0.001073352
beta,-0.000793918,0.003602887,0.004056014,0.000590249,-0.027471052,-0.003655975
gamma,-0.035476777,0.004056014,0.082235393,-0.001770441,-0.00400795,-0.009604811
delta,0.001016068,0.000590249,-0.001770441,0.001955641,-0.010037115,-0.001499692
lambda,-0.000536202,-0.027471052,-0.00400795,-0.010037115,0.669598023,-0.101350007
luce,0.001073352,-0.003655975,-0.009604811,-0.001499692,-0.101350007,0.063037153
alpha,0.003868594,-0.001336957,-0.001188781,0.001684553,-0.001635151,-0.011603114
beta,-0.001336957,0.067810056,-0.000543123,-0.009514092,-0.002859768,0.007367429
gamma,-0.001188781,-0.000543123,0.008398465,-0.000940669,-0.005577763,-0.005362792
delta,0.001684553,-0.009514092,-0.000940669,0.009448035,-0.024601055,-0.004849126
lambda,-0.001635151,-0.002859768,-0.005577763,-0.024601055,1.357473627,0.015328373
luce,-0.011603114,0.007367429,-0.005362792,-0.004849126,0.015328373,0.067969196
alpha,0.001465531,0.000300557,0.000281961,0.000661406,0.00980822,-0.004752071
beta,0.000300557,0.003999,0.00019209,0.001249741,-0.030562378,0.000314906
gamma,0.000281961,0.00019209,0.002755013,-0.001063245,-0.001906518,-0.001335095
delta,0.000661406,0.001249741,-0.001063245,0.00650876,-0.009766139,-0.000772999
lambda,0.00980822,-0.030562378,-0.001906518,-0.009766139,0.389598746,-0.038668508
luce,-0.004752071,0.000314906,-0.001335095,-0.000772999,-0.038668508,0.043667729
alpha,0.055807364,-0.005788677,-0.039058194,0.004983535,0.008740496,0.001926158
beta,-0.005788677,0.019612918,0.014463659,-0.006684098,-0.054976719,-0.004074524
gamma,-0.039058194,0.014463659,0.082508678,-0.010169042,-0.024027977,-0.010775167
delta,0.004983535,-0.006684098,-0.010169042,0.008439861,-0.010691951,-0.005461499
lambda,0.008740496,-0.054976719,-0.024027977,-0.010691951,1.154619242,-0.045002813
luce,0.001926158,-0.004074524,-0.010775167,-0.005461499,-0.045002813,0.075983733
alpha,0.002641706,-0.00046161,-0.000566504,0.000916062,0.008037911,-0.009101844
beta,-0.00046161,0.007265395,0.003148892,-0.001495991,-0.04288567,-0.001558773
gamma,-0.000566504,0.003148892,0.008112969,-0.000274921,-0.017634782,-0.003773135
delta,0.000916062,-0.001495991,-0.000274921,0.001003713,-0.001855049,-0.002768004
lambda,0.008037911,-0.04288567,-0.017634782,-0.001855049,0.87035258,-0.027275188
luce,-0.009101844,-0.001558773,-0.003773135,-0.002768004,-0.027275188,0.060565635
alpha,0.00263899,-0.00196932,0.000665878,0.003917554,-0.002158877,-0.009271035
beta,-0.00196932,0.077839639,0.000404181,-0.028582146,0.002450956,0.006406851
gamma,0.000665878,0.000404181,0.004621295,-0.001387871,-0.001220433,-0.000757435
delta,0.003917554,-0.028582146,-0.001387871,0.050618382,-0.055582559,-0.014602866
lambda,-0.002158877,0.002450956,-0.001220433,-0.055582559,1.28808898,0.006787618
luce,-0.009271035,0.006406851,-0.000757435,-0.014602866,0.006787618,0.061238621
alpha,0.073129919,-0.002027595,-0.032518564,-0.000519968,-0.008070639,0.006671122
beta,-0.002027595,0.077257103,0.00418228,-0.007448142,-0.024864583,-0.002397341
gamma,-0.032518564,0.00418228,0.05339743,4.60E-05,0.005552122,-0.013962109
delta,-0.000519968,-0.007448142,4.60E-05,0.004631091,-0.009411202,-0.001767658
lambda,-0.008070639,-0.024864583,0.005552122,-0.009411202,1.352257933,-0.012076884
luce,0.006671122,-0.002397341,-0.013962109,-0.001767658,-0.012076884,0.081806856
alpha,0.048840768,-0.001273652,-0.034791398,0.00056994,0.026196721,-0.000667142
beta,-0.001273652,0.004534853,0.008592394,0.000404832,-0.034284024,-0.003011787
gamma,-0.034791398,0.008592394,0.112435938,-0.001362825,-0.082247135,-0.01297029
delta,0.00056994,0.000404832,-0.001362825,0.004695148,-0.003629412,-0.000988831
lambda,0.026196721,-0.034284024,-0.082247135,-0.003629412,1.032657487,-0.166691891
luce,-0.000667142,-0.003011787,-0.01297029,-0.000988831,-0.166691891,0.068644661
alpha,0.042575456,-0.000703163,-0.020322717,0.000436321,0.027456544,-0.00550302
beta,-0.000703163,0.002672912,0.001693512,-0.000173241,-0.019663978,-0.003429826
gamma,-0.020322717,0.001693512,0.044031807,-0.000561855,0.007406597,-0.003577023
delta,0.000436321,-0.000173241,-0.000561855,0.000381782,-0.004618086,-0.001057761
lambda,0.027456544,-0.019663978,0.007406597,-0.004618086,0.905115699,-0.108358805
luce,-0.00550302,-0.003429826,-0.003577023,-0.001057761,-0.108358805,0.072039796
alpha,0.015617814,0.00165238,-0.002472933,0.000396424,0.029722603,-0.010386109
beta,0.00165238,0.003157935,0.006500047,0.000214243,-0.030614988,-0.000264306
gamma,-0.002472933,0.006500047,0.049208233,-0.000695331,-0.054694554,-0.007015131
delta,0.000396424,0.000214243,-0.000695331,0.001367464,-0.002563486,-8.52E-05
lambda,0.029722603,-0.030614988,-0.054694554,-0.002563486,1.063099834,-0.194236084
luce,-0.010386109,-0.000264306,-0.007015131,-8.52E-05,-0.194236084,0.071688119
alpha,0.008511408,-0.004063843,-0.00472565,0.00592325,0.000711676,-0.013389329
beta,-0.004063843,0.071114089,0.005286377,-0.021229245,-0.002536988,-0.002320206
gamma,-0.00472565,0.005286377,0.006848863,-0.004379968,-0.00263324,-0.001655422
delta,0.00592325,-0.021229245,-0.004379968,0.021753646,-0.03286612,-0.00616108
lambda,0.000711676,-0.002536988,-0.00263324,-0.03286612,1.310134571,-0.007093213
luce,-0.013389329,-0.002320206,-0.001655422,-0.00616108,-0.007093213,0.075816475
alpha,0.061743123,-0.00016574,-0.041881992,0.00550824,0.03238412,0.003420725
beta,-0.00016574,0.00860987,0.002707718,0.001120215,-0.037320736,-0.006127159
gamma,-0.041881992,0.002707718,0.092452559,-0.010952683,-0.063497869,-0.013923259
delta,0.00550824,0.001120215,-0.010952683,0.029612214,-0.006844798,-0.007715769
lambda,0.03238412,-0.037320736,-0.063497869,-0.006844798,0.891300799,-0.097128789
luce,0.003420725,-0.006127159,-0.013923259,-0.007715769,-0.097128789,0.068331308
alpha,0.025783993,6.63E-05,-0.011262863,0.000914057,0.014294191,-0.00450513
beta,6.63E-05,0.002964021,0.00572329,0.000207761,-0.030199319,-0.003624328
gamma,-0.011262863,0.00572329,0.062667974,-0.000860757,-0.01738531,-0.009984575
delta,0.000914057,0.000207761,-0.000860757,0.000755818,-0.004890073,-0.002611955
lambda,0.014294191,-0.030199319,-0.01738531,-0.004890073,0.973409154,-0.110835198
luce,-0.00450513,-0.003624328,-0.009984575,-0.002611955,-0.110835198,0.073767814
alpha,0.002898144,-0.002546227,-0.001275664,0.004784205,-0.003911726,-0.010605391
beta,-0.002546227,0.077584024,0.002691738,-0.0240824,0.02579243,0.008474075
gamma,-0.001275664,0.002691738,0.007075764,-0.003913009,-0.000624646,-0.00184262
delta,0.004784205,-0.0240824,-0.003913009,0.035773457,-0.062532054,-0.014695397
lambda,-0.003911726,0.02579243,-0.000624646,-0.062532054,1.424672204,0.008353957
luce,-0.010605391,0.008474075,-0.00184262,-0.014695397,0.008353957,0.065760272
alpha,0.00403251,0.001670498,-0.000927717,0.00369872,0.02576991,-0.011925096
beta,0.001670498,0.0053186,0.000611321,0.001785297,-0.040565736,-0.003372575
gamma,-0.000927717,0.000611321,0.007758806,-0.002230603,-0.008186825,0.001562704
delta,0.00369872,0.001785297,-0.002230603,0.01372154,-0.023648703,-0.011100765
lambda,0.02576991,-0.040565736,-0.008186825,-0.023648703,1.128123619,-0.104456022
luce,-0.011925096,-0.003372575,0.001562704,-0.011100765,-0.104456022,0.055235782
alpha,0.020861241,0.001299213,-0.005568747,-0.000771684,0.018092924,-0.003957764
beta,0.001299213,0.002568463,0.005163933,0.000646096,-0.016680881,-0.002960471
gamma,-0.005568747,0.005163933,0.055594842,-0.00136476,-0.018478004,-0.006999873
delta,-0.000771684,0.000646096,-0.00136476,0.001431559,-0.005466862,-0.001508212
lambda,0.018092924,-0.016680881,-0.018478004,-0.005466862,0.64159848,-0.053371362
luce,-0.003957764,-0.002960471,-0.006999873,-0.001508212,-0.053371362,0.050318209
alpha,0.004291951,0.001841792,-0.001176372,0.006501685,0.016912946,-0.013618658
beta,0.001841792,0.01210871,0.001796825,0.000357501,-0.053712018,-0.004559428
gamma,-0.001176372,0.001796825,0.007540562,-0.002497678,-0.013635245,-0.000844439
delta,0.006501685,0.000357501,-0.002497678,0.029417725,-0.044601721,-0.019077919
lambda,0.016912946,-0.053712018,-0.013635245,-0.044601721,1.300163259,-0.071976437
luce,-0.013618658,-0.004559428,-0.000844439,-0.019077919,-0.071976437,0.066780092
alpha,0.002464389,-0.002374317,-0.000802172,0.007273748,0.010165449,-0.004979867
beta,-0.002374317,0.040744316,0.001836046,-0.03481138,-0.021093012,0.001978386
gamma,-0.000802172,0.001836046,0.003521811,-0.005583951,-0.010769062,-0.000412626
delta,0.007273748,-0.03481138,-0.005583951,0.101007058,-0.007903743,-0.010666899
lambda,0.010165449,-0.021093012,-0.010769062,-0.007903743,1.206481467,-0.017545796
luce,-0.004979867,0.001978386,-0.000412626,-0.010666899,-0.017545796,0.039519617
alpha,0.019264793,-0.001490293,-0.01095841,0.002187884,0.041875513,-0.005734018
beta,-0.001490293,0.003105708,0.002477711,0.001004553,-0.023529146,-0.002405413
gamma,-0.01095841,0.002477711,0.012200535,-0.000918198,-0.010892143,-0.006390387
delta,0.002187884,0.001004553,-0.000918198,0.00666685,-0.010790712,-0.001182916
lambda,0.041875513,-0.023529146,-0.010892143,-0.010790712,0.655308465,-0.124247253
luce,-0.005734018,-0.002405413,-0.006390387,-0.001182916,-0.124247253,0.066626573
alpha,0.004698272,0.000490788,-0.001810331,0.00179804,0.026842014,-0.011102952
beta,0.000490788,0.005366324,0.004476976,0.000826476,-0.050963443,-0.00331435
gamma,-0.001810331,0.004476976,0.015049123,-0.000133602,-0.033270745,-0.007983641
delta,0.00179804,0.000826476,-0.000133602,0.003706072,-0.014362953,-0.006387548
lambda,0.026842014,-0.050963443,-0.033270745,-0.014362953,1.11068643,-0.091610083
luce,-0.011102952,-0.00331435,-0.007983641,-0.006387548,-0.091610083,0.070490645
alpha,0.050541805,-0.000282867,-0.021310714,-0.000284996,0.002350636,-0.001370846
beta,-0.000282867,0.000801392,0.001296863,0.000539183,-0.000546243,-0.000105356
gamma,-0.021310714,0.001296863,0.068998756,-0.000648782,-0.002362043,-0.002262785
delta,-0.000284996,0.000539183,-0.000648782,0.000834546,0.000661484,-0.000465967
lambda,0.002350636,-0.000546243,-0.002362043,0.000661484,0.685400914,-0.050160188
luce,-0.001370846,-0.000105356,-0.002262785,-0.000465967,-0.050160188,0.059120581
alpha,0.012995644,0.001369063,-0.005539076,0.001029257,0.012512913,-0.005638556
beta,0.001369063,0.002281668,0.003945359,0.000164026,-0.020124202,-0.002109696
gamma,-0.005539076,0.003945359,0.039133175,-0.001534924,-0.040007482,-0.006502878
delta,0.001029257,0.000164026,-0.001534924,0.004662306,-0.004021187,-0.001359005
lambda,0.012512913,-0.020124202,-0.040007482,-0.004021187,0.67839329,-0.082330868
luce,-0.005638556,-0.002109696,-0.006502878,-0.001359005,-0.082330868,0.043773542
alpha,0.033586622,0.001442979,-0.012735053,0.001368447,0.014491976,-0.008950681
beta,0.001442979,0.003675012,0.008343242,0.000488995,-0.028719052,-0.002762768
gamma,-0.012735053,0.008343242,0.081037753,-0.002422398,-0.041151594,-0.011717935
delta,0.001368447,0.000488995,-0.002422398,0.002784701,-0.007370149,-0.001269691
lambda,0.014491976,-0.028719052,-0.041151594,-0.007370149,0.72900743,-0.123475507
luce,-0.008950681,-0.002762768,-0.011717935,-0.001269691,-0.123475507,0.065075836
alpha,0.076223466,-0.006831562,-0.031073578,0.002967226,0.007039784,0.004614321
beta,-0.006831562,0.014492634,0.009625377,-0.002553411,-0.056452344,-0.009407391
gamma,-0.031073578,0.009625377,0.046513711,-0.002141077,-0.000937573,-0.013866729
delta,0.002967226,-0.002553411,-0.002141077,0.00247973,-0.014373278,-0.002901129
lambda,0.007039784,-0.056452344,-0.000937573,-0.014373278,1.231157968,-0.035332162
luce,0.004614321,-0.009407391,-0.013866729,-0.002901129,-0.035332162,0.082139356
alpha,0.052999439,-0.006063385,-0.035838587,0.004650407,0.003262217,-0.003830718
beta,-0.006063385,0.044316581,0.013627075,-0.010892264,-0.038519015,-0.001079514
gamma,-0.035838587,0.013627075,0.070634432,-0.005992107,0.000139683,-0.007892049
delta,0.004650407,-0.010892264,-0.005992107,0.009664021,-0.020194441,-0.004117666
lambda,0.003262217,-0.038519015,0.000139683,-0.020194441,1.286956363,-0.018060129
luce,-0.003830718,-0.001079514,-0.007892049,-0.004117666,-0.018060129,0.081345283
alpha,0.042950557,-0.00419821,-0.024254532,0.001589627,0.039589038,-0.001413153
beta,-0.00419821,0.007905404,0.008000971,-0.000887836,-0.053756777,-0.009092249
gamma,-0.024254532,0.008000971,0.043533652,-0.001458437,-0.021997385,-0.012957463
delta,0.001589627,-0.000887836,-0.001458437,0.000952184,-0.004550802,-0.001830002
